序号,关键词,一级分类,二级主题,搜索意图,百度统计PV,第三方流量指数,GEO机会值,社媒热度值,数据来源,来源数,需求级别
3936,wps会员有什么功能,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,,,,,百度搜索联想/相关搜索,1,
3937,wps会员能登几台电脑,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,,,,,百度搜索联想/相关搜索,1,
3938,wps多少钱一年会员,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,,,,,百度搜索联想/相关搜索,1,
3939,wps会员,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,9.0,,,,百度统计真实流量,1,
3940,wps会员官网,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,4.0,,,,百度统计真实流量,1,
3941,wps专业版多少钱一套,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,3.0,,,,百度统计真实流量,1,
3942,wps企业会员,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,3.0,,,,百度统计真实流量,1,
3943,wps会员试用7天,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,2.0,,,,百度统计真实流量,1,
3944,wps试用七天会员,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,2.0,,,,百度统计真实流量,1,
3945,wps会员企业版,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3946,wps云服务收费吗,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3947,免会员破解版wps,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3948,wps企业版收费标准,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3949,计算机二级wps会员领取截止时间,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3950,wps会员多少钱一年最便宜,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3951,wps多少钱,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3952,WPS和B站联合会员,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3953,wps大会员登了8台设备,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3954,报了WPS二级忘记领会员,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3955,报考计算机二级怎么领取wps会员,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3956,wps价格,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3957,wps会员允许多人在线,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3958,wps大会员多少钱一年,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3959,WPS 企业会员,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3960,wps会员活动,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3961,wps收费标准,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3962,WPS收费吗,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3963,wps企业版多少钱,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3964,wps企业版多少钱一年,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3965,WPS企业版收费,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3966,wps会员登录入口,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
3967,pdf会员,价格与会员,会员价格,会员价格/免费权益/版本对比，适合价格与权益展示页,,7.0,,,第三方工具-社区SEO,1,
3968,WPS会员值得买吗,价格与会员,会员价格/版本权益,会员价格/免费权益/版本对比，适合价格与权益展示页,,,100000.0,,GEO需求机会表,1,A
3969,WPS会员多少钱,价格与会员,会员价格/版本权益,会员价格/免费权益/版本对比，适合价格与权益展示页,,,90000.0,,GEO需求机会表,1,A
3970,WPS365是什么,价格与会员,会员价格/版本权益,会员价格/免费权益/版本对比，适合价格与权益展示页,,,80000.0,,GEO需求机会表,1,A
3971,WPS会员和超级会员区别,价格与会员,会员价格/版本权益,会员价格/免费权益/版本对比，适合价格与权益展示页,,,80000.0,,GEO需求机会表,1,A
3972,WPS企业版多少钱,价格与会员,会员价格/版本权益,会员价格/免费权益/版本对比，适合价格与权益展示页,,,70000.0,,GEO需求机会表,1,B
3973,WPS会员可以取消续费吗,价格与会员,会员价格/版本权益,会员价格/免费权益/版本对比，适合价格与权益展示页,,,70000.0,,GEO需求机会表,1,B
3974,WPS超级会员有什么用,价格与会员,会员价格/版本权益,会员价格/免费权益/版本对比，适合价格与权益展示页,,,70000.0,,GEO需求机会表,1,B
3975,WPS个人版和专业版区别,价格与会员,会员价格/版本权益,会员价格/免费权益/版本对比，适合价格与权益展示页,,,60000.0,,GEO需求机会表,1,B
3976,WPS会员免费领取,价格与会员,会员价格/版本权益,会员价格/免费权益/版本对比，适合价格与权益展示页,,,60000.0,,GEO需求机会表,1,B
3977,WPS教育版怎么下载,价格与会员,会员价格/版本权益,会员价格/免费权益/版本对比，适合价格与权益展示页,,,60000.0,,GEO需求机会表,1,B
3978,WPS个人免费版,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,4.0,,,,百度搜索联想/相关搜索、百度统计真实流量,2,
3979,excel表格免费版,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,,297.0,,,百度搜索联想/相关搜索、第三方工具-社区SEO,2,
3980,免费wps软件永久免费版,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,8.0,,,,百度搜索联想/相关搜索、百度统计真实流量,2,
3981,免费办公软件excel,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,107.0,,,百度统计真实流量、第三方工具-社区SEO,2,
3982,pdf修改编辑文字免费,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,,,,,百度搜索联想/相关搜索,1,
3983,wpsoffice是免费的吗,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,,,,,百度搜索联想/相关搜索,1,
3984,wps会员免费领取,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,,,,,百度搜索联想/相关搜索,1,
3985,免费word办公软件,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,,,,,百度搜索联想/相关搜索,1,
3986,免费生成ppt,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,,,,,百度搜索联想/相关搜索,1,
3987,手机免费做word文档,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,,,,,百度搜索联想/相关搜索,1,
3988,wps免费版,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,21.0,,,,百度统计真实流量,1,
3989,wps免费版永久使用,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,20.0,,,,百度统计真实流量,1,
3990,免费wps网站免费观看,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,18.0,,,,百度统计真实流量,1,
3991,免费wps的网站入口在哪里,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,15.0,,,,百度统计真实流量,1,
3992,wps个人免费版,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,12.0,,,,百度统计真实流量,1,
3993,免费wps网站,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,10.0,,,,百度统计真实流量,1,
3994,免费wps网站在线观看软件,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,7.0,,,,百度统计真实流量,1,
3995,wps官方免费版,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,7.0,,,,百度统计真实流量,1,
3996,WPS官网个人免费版,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,7.0,,,,百度统计真实流量,1,
3997,免费wps办公软件,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,7.0,,,,百度统计真实流量,1,
3998,免费word在线编辑,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,4.0,,,,百度统计真实流量,1,
3999,wps是免费的吗,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,4.0,,,,百度统计真实流量,1,
4000,WPS免费版,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,3.0,,,,百度统计真实流量,1,
4001,WPS Office 免费版,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,3.0,,,,百度统计真实流量,1,
4002,正版wps永久免费,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,3.0,,,,百度统计真实流量,1,
4003,免费办公软件,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,3.0,,,,百度统计真实流量,1,
4004,免费的wps办公软件,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,3.0,,,,百度统计真实流量,1,
4005,wps免费版直接进入网站,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,3.0,,,,百度统计真实流量,1,
4006,wps网站免费入口,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,2.0,,,,百度统计真实流量,1,
4007,wps 免费版,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,2.0,,,,百度统计真实流量,1,
4008,免费wps,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,2.0,,,,百度统计真实流量,1,
4009,wps免费版官网,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,2.0,,,,百度统计真实流量,1,
4010,wps个人版是免费的吗,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,2.0,,,,百度统计真实流量,1,
4011,WPS免费,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,2.0,,,,百度统计真实流量,1,
4012,WPS Office 官方免费版,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,2.0,,,,百度统计真实流量,1,
4013,WPS办公软件免费版,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,2.0,,,,百度统计真实流量,1,
4014,excel免费版本电脑,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,2.0,,,,百度统计真实流量,1,
4015,免费wps的网站入口,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,2.0,,,,百度统计真实流量,1,
4016,wps免费,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
4017,永久免费WPS网站入口推荐,价格与会员,免费版,会员价格/免费权益/版本对比，适合价格与权益展示页,1.0,,,,百度统计真实流量,1,
